2025-10-07 23:30:23,455|INFO|root|main|Starting collection with 8 GPU processes
2025-10-07 23:30:47,494|ERROR|Worker-worker_6|worker|Task trtllm.attention_context_run_attention_torch_99443_[1, 16384, 96, 8, 64, 0, False, False, True, 'context_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:30:47,501|ERROR|Worker-worker_6|worker|Task trtllm.attention_context_run_attention_torch_929_[8, 12288, 96, 1, 64, 0, False, False, True, 'context_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:30:47,508|ERROR|Worker-worker_6|worker|Task trtllm.attention_context_run_attention_torch_30603_[8, 12288, 96, 2, 64, 0, False, False, True, 'context_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:30:47,516|ERROR|Worker-worker_6|worker|Task trtllm.attention_context_run_attention_torch_81105_[8, 12288, 96, 4, 64, 0, False, False, True, 'context_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:30:47,522|ERROR|Worker-worker_6|worker|Task trtllm.attention_context_run_attention_torch_96261_[8, 12288, 96, 8, 64, 0, False, False, True, 'context_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:30:47,529|ERROR|Worker-worker_6|worker|Task trtllm.attention_context_run_attention_torch_3662_[4, 12288, 96, 96, 64, 0, False, False, True, 'context_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:30:47,534|ERROR|Worker-worker_6|worker|Task trtllm.attention_context_run_attention_torch_25959_[4, 12288, 96, 1, 64, 0, False, False, True, 'context_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:30:47,540|ERROR|Worker-worker_6|worker|Task trtllm.attention_context_run_attention_torch_6835_[4, 12288, 96, 2, 64, 0, False, False, True, 'context_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:30:47,545|ERROR|Worker-worker_6|worker|Task trtllm.attention_context_run_attention_torch_80879_[4, 12288, 96, 4, 64, 0, False, False, True, 'context_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:30:47,550|ERROR|Worker-worker_6|worker|Task trtllm.attention_context_run_attention_torch_67488_[4, 12288, 96, 8, 64, 0, False, False, True, 'context_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:30:47,555|ERROR|Worker-worker_6|worker|Task trtllm.attention_context_run_attention_torch_79254_[2, 12288, 96, 96, 64, 0, False, False, True, 'context_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:30:47,559|ERROR|Worker-worker_6|worker|Task trtllm.attention_context_run_attention_torch_60930_[2, 12288, 96, 1, 64, 0, False, False, True, 'context_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:30:47,563|ERROR|Worker-worker_6|worker|Task trtllm.attention_context_run_attention_torch_55180_[2, 12288, 96, 2, 64, 0, False, False, True, 'context_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:30:47,567|ERROR|Worker-worker_6|worker|Task trtllm.attention_context_run_attention_torch_58430_[2, 12288, 96, 4, 64, 0, False, False, True, 'context_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:30:47,572|ERROR|Worker-worker_6|worker|Task trtllm.attention_context_run_attention_torch_22030_[2, 12288, 96, 8, 64, 0, False, False, True, 'context_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:30:47,576|ERROR|Worker-worker_6|worker|Task trtllm.attention_context_run_attention_torch_9876_[1, 12288, 96, 96, 64, 0, False, False, True, 'context_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:30:47,580|ERROR|Worker-worker_6|worker|Task trtllm.attention_context_run_attention_torch_33513_[1, 12288, 96, 1, 64, 0, False, False, True, 'context_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:30:47,584|ERROR|Worker-worker_6|worker|Task trtllm.attention_context_run_attention_torch_39971_[1, 12288, 96, 2, 64, 0, False, False, True, 'context_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:30:47,588|ERROR|Worker-worker_6|worker|Task trtllm.attention_context_run_attention_torch_437_[1, 12288, 96, 4, 64, 0, False, False, True, 'context_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:30:47,593|ERROR|Worker-worker_6|worker|Task trtllm.attention_context_run_attention_torch_36649_[1, 12288, 96, 8, 64, 0, False, False, True, 'context_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:30:47,598|ERROR|Worker-worker_6|worker|Task trtllm.attention_context_run_attention_torch_81449_[8, 10240, 96, 1, 64, 0, False, False, True, 'context_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:30:47,604|ERROR|Worker-worker_6|worker|Task trtllm.attention_context_run_attention_torch_9410_[8, 10240, 96, 2, 64, 0, False, False, True, 'context_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:30:47,609|ERROR|Worker-worker_6|worker|Task trtllm.attention_context_run_attention_torch_11858_[8, 10240, 96, 4, 64, 0, False, False, True, 'context_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:30:47,616|ERROR|Worker-worker_6|worker|Task trtllm.attention_context_run_attention_torch_68746_[8, 10240, 96, 8, 64, 0, False, False, True, 'context_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:30:47,621|ERROR|Worker-worker_6|worker|Task trtllm.attention_context_run_attention_torch_46662_[4, 10240, 96, 96, 64, 0, False, False, True, 'context_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:30:47,627|ERROR|Worker-worker_6|worker|Task trtllm.attention_context_run_attention_torch_90898_[4, 10240, 96, 1, 64, 0, False, False, True, 'context_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:30:47,632|ERROR|Worker-worker_6|worker|Task trtllm.attention_context_run_attention_torch_92130_[4, 10240, 96, 2, 64, 0, False, False, True, 'context_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:30:47,637|ERROR|Worker-worker_6|worker|Task trtllm.attention_context_run_attention_torch_56505_[4, 10240, 96, 4, 64, 0, False, False, True, 'context_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:30:47,643|ERROR|Worker-worker_6|worker|Task trtllm.attention_context_run_attention_torch_41020_[4, 10240, 96, 8, 64, 0, False, False, True, 'context_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:30:47,647|ERROR|Worker-worker_6|worker|Task trtllm.attention_context_run_attention_torch_21137_[2, 10240, 96, 96, 64, 0, False, False, True, 'context_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:30:47,652|ERROR|Worker-worker_6|worker|Task trtllm.attention_context_run_attention_torch_42040_[2, 10240, 96, 1, 64, 0, False, False, True, 'context_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:30:47,656|ERROR|Worker-worker_6|worker|Task trtllm.attention_context_run_attention_torch_21316_[2, 10240, 96, 2, 64, 0, False, False, True, 'context_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:30:47,660|ERROR|Worker-worker_6|worker|Task trtllm.attention_context_run_attention_torch_68885_[2, 10240, 96, 4, 64, 0, False, False, True, 'context_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:30:47,664|ERROR|Worker-worker_6|worker|Task trtllm.attention_context_run_attention_torch_36799_[2, 10240, 96, 8, 64, 0, False, False, True, 'context_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:30:47,668|ERROR|Worker-worker_6|worker|Task trtllm.attention_context_run_attention_torch_83985_[1, 10240, 96, 96, 64, 0, False, False, True, 'context_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:30:47,672|ERROR|Worker-worker_6|worker|Task trtllm.attention_context_run_attention_torch_5099_[1, 10240, 96, 1, 64, 0, False, False, True, 'context_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:30:47,676|ERROR|Worker-worker_6|worker|Task trtllm.attention_context_run_attention_torch_27944_[1, 10240, 96, 2, 64, 0, False, False, True, 'context_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:30:47,679|ERROR|Worker-worker_6|worker|Task trtllm.attention_context_run_attention_torch_68346_[1, 10240, 96, 4, 64, 0, False, False, True, 'context_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:30:47,682|ERROR|Worker-worker_6|worker|Task trtllm.attention_context_run_attention_torch_55309_[1, 10240, 96, 8, 64, 0, False, False, True, 'context_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:30:47,689|ERROR|Worker-worker_6|worker|Task trtllm.attention_context_run_attention_torch_21888_[16, 8192, 96, 1, 64, 0, False, False, True, 'context_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:30:47,697|ERROR|Worker-worker_6|worker|Task trtllm.attention_context_run_attention_torch_66118_[16, 8192, 96, 2, 64, 0, False, False, True, 'context_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:30:47,705|ERROR|Worker-worker_6|worker|Task trtllm.attention_context_run_attention_torch_96523_[16, 8192, 96, 4, 64, 0, False, False, True, 'context_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:30:47,713|ERROR|Worker-worker_6|worker|Task trtllm.attention_context_run_attention_torch_60175_[16, 8192, 96, 8, 64, 0, False, False, True, 'context_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:30:47,720|ERROR|Worker-worker_6|worker|Task trtllm.attention_context_run_attention_torch_89210_[8, 8192, 96, 96, 64, 0, False, False, True, 'context_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:30:47,727|ERROR|Worker-worker_6|worker|Task trtllm.attention_context_run_attention_torch_22704_[8, 8192, 96, 1, 64, 0, False, False, True, 'context_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:30:47,733|ERROR|Worker-worker_6|worker|Task trtllm.attention_context_run_attention_torch_9158_[8, 8192, 96, 2, 64, 0, False, False, True, 'context_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:30:47,739|ERROR|Worker-worker_6|worker|Task trtllm.attention_context_run_attention_torch_97800_[8, 8192, 96, 4, 64, 0, False, False, True, 'context_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:30:47,746|ERROR|Worker-worker_6|worker|Task trtllm.attention_context_run_attention_torch_52543_[8, 8192, 96, 8, 64, 0, False, False, True, 'context_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:30:47,752|ERROR|Worker-worker_6|worker|Task trtllm.attention_context_run_attention_torch_98568_[4, 8192, 96, 96, 64, 0, False, False, True, 'context_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:30:47,757|ERROR|Worker-worker_6|worker|Task trtllm.attention_context_run_attention_torch_41690_[4, 8192, 96, 1, 64, 0, False, False, True, 'context_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:30:47,763|ERROR|Worker-worker_6|worker|Task trtllm.attention_context_run_attention_torch_66023_[4, 8192, 96, 2, 64, 0, False, False, True, 'context_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:30:47,767|ERROR|Worker-worker_6|worker|Task trtllm.attention_context_run_attention_torch_76732_[4, 8192, 96, 4, 64, 0, False, False, True, 'context_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:30:47,772|ERROR|Worker-worker_6|worker|Task trtllm.attention_context_run_attention_torch_50085_[4, 8192, 96, 8, 64, 0, False, False, True, 'context_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:30:47,778|ERROR|Worker-worker_6|worker|Task trtllm.attention_context_run_attention_torch_5890_[2, 8192, 96, 96, 64, 0, False, False, True, 'context_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:30:47,782|ERROR|Worker-worker_6|worker|Task trtllm.attention_context_run_attention_torch_18395_[2, 8192, 96, 1, 64, 0, False, False, True, 'context_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:30:47,786|ERROR|Worker-worker_6|worker|Task trtllm.attention_context_run_attention_torch_4652_[2, 8192, 96, 2, 64, 0, False, False, True, 'context_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:30:47,791|ERROR|Worker-worker_6|worker|Task trtllm.attention_context_run_attention_torch_89998_[2, 8192, 96, 4, 64, 0, False, False, True, 'context_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:30:47,795|ERROR|Worker-worker_6|worker|Task trtllm.attention_context_run_attention_torch_81213_[2, 8192, 96, 8, 64, 0, False, False, True, 'context_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:30:47,799|ERROR|Worker-worker_6|worker|Task trtllm.attention_context_run_attention_torch_75720_[1, 8192, 96, 96, 64, 0, False, False, True, 'context_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:30:47,803|ERROR|Worker-worker_6|worker|Task trtllm.attention_context_run_attention_torch_33306_[1, 8192, 96, 1, 64, 0, False, False, True, 'context_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:30:47,807|ERROR|Worker-worker_6|worker|Task trtllm.attention_context_run_attention_torch_74739_[1, 8192, 96, 2, 64, 0, False, False, True, 'context_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:30:47,812|ERROR|Worker-worker_6|worker|Task trtllm.attention_context_run_attention_torch_78350_[1, 8192, 96, 4, 64, 0, False, False, True, 'context_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:30:47,814|ERROR|Worker-worker_6|worker|Task trtllm.attention_context_run_attention_torch_72108_[1, 8192, 96, 8, 64, 0, False, False, True, 'context_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:30:47,820|ERROR|Worker-worker_6|worker|Task trtllm.attention_context_run_attention_torch_67452_[16, 6144, 96, 1, 64, 0, False, False, True, 'context_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:30:47,827|ERROR|Worker-worker_6|worker|Task trtllm.attention_context_run_attention_torch_72884_[16, 6144, 96, 2, 64, 0, False, False, True, 'context_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:30:47,834|ERROR|Worker-worker_6|worker|Task trtllm.attention_context_run_attention_torch_24845_[16, 6144, 96, 4, 64, 0, False, False, True, 'context_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:30:47,841|ERROR|Worker-worker_6|worker|Task trtllm.attention_context_run_attention_torch_20263_[16, 6144, 96, 8, 64, 0, False, False, True, 'context_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:30:47,847|ERROR|Worker-worker_6|worker|Task trtllm.attention_context_run_attention_torch_91289_[8, 6144, 96, 96, 64, 0, False, False, True, 'context_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:30:47,853|ERROR|Worker-worker_6|worker|Task trtllm.attention_context_run_attention_torch_60128_[8, 6144, 96, 1, 64, 0, False, False, True, 'context_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:30:47,858|ERROR|Worker-worker_6|worker|Task trtllm.attention_context_run_attention_torch_90752_[8, 6144, 96, 2, 64, 0, False, False, True, 'context_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:30:47,864|ERROR|Worker-worker_6|worker|Task trtllm.attention_context_run_attention_torch_89117_[8, 6144, 96, 4, 64, 0, False, False, True, 'context_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:30:47,869|ERROR|Worker-worker_6|worker|Task trtllm.attention_context_run_attention_torch_94142_[8, 6144, 96, 8, 64, 0, False, False, True, 'context_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:30:47,874|ERROR|Worker-worker_6|worker|Task trtllm.attention_context_run_attention_torch_2879_[4, 6144, 96, 96, 64, 0, False, False, True, 'context_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:30:47,880|ERROR|Worker-worker_6|worker|Task trtllm.attention_context_run_attention_torch_68882_[4, 6144, 96, 1, 64, 0, False, False, True, 'context_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:30:47,884|ERROR|Worker-worker_6|worker|Task trtllm.attention_context_run_attention_torch_21185_[4, 6144, 96, 2, 64, 0, False, False, True, 'context_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:30:47,888|ERROR|Worker-worker_6|worker|Task trtllm.attention_context_run_attention_torch_85708_[4, 6144, 96, 4, 64, 0, False, False, True, 'context_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:30:47,892|ERROR|Worker-worker_6|worker|Task trtllm.attention_context_run_attention_torch_30866_[4, 6144, 96, 8, 64, 0, False, False, True, 'context_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:30:47,896|ERROR|Worker-worker_6|worker|Task trtllm.attention_context_run_attention_torch_70857_[2, 6144, 96, 96, 64, 0, False, False, True, 'context_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
