2025-10-07 23:32:24,174|INFO|root|main|Starting collection with 8 GPU processes
2025-10-07 23:32:48,430|ERROR|Worker-worker_3|worker|Task trtllm.attention_generation_run_attention_torch_92543_[1, 1, 64, 64, 64, 0, False, False, False, 'generation_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:32:48,433|ERROR|Worker-worker_3|worker|Task trtllm.attention_generation_run_attention_torch_1888_[1, 3, 64, 64, 64, 0, False, False, False, 'generation_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:32:48,436|ERROR|Worker-worker_3|worker|Task trtllm.attention_generation_run_attention_torch_40867_[1, 7, 64, 64, 64, 0, False, False, False, 'generation_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:32:48,439|ERROR|Worker-worker_3|worker|Task trtllm.attention_generation_run_attention_torch_35967_[1, 15, 64, 64, 64, 0, False, False, False, 'generation_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:32:48,443|ERROR|Worker-worker_3|worker|Task trtllm.attention_generation_run_attention_torch_458_[1, 31, 64, 64, 64, 0, False, False, False, 'generation_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:32:48,446|ERROR|Worker-worker_3|worker|Task trtllm.attention_generation_run_attention_torch_68130_[1, 63, 64, 64, 64, 0, False, False, False, 'generation_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:32:48,450|ERROR|Worker-worker_3|worker|Task trtllm.attention_generation_run_attention_torch_25270_[1, 127, 64, 64, 64, 0, False, False, False, 'generation_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:32:48,453|ERROR|Worker-worker_3|worker|Task trtllm.attention_generation_run_attention_torch_41327_[1, 255, 64, 64, 64, 0, False, False, False, 'generation_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:32:48,457|ERROR|Worker-worker_3|worker|Task trtllm.attention_generation_run_attention_torch_45466_[1, 511, 64, 64, 64, 0, False, False, False, 'generation_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:32:48,461|ERROR|Worker-worker_3|worker|Task trtllm.attention_generation_run_attention_torch_90863_[1, 1023, 64, 64, 64, 0, False, False, False, 'generation_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:32:48,465|ERROR|Worker-worker_3|worker|Task trtllm.attention_generation_run_attention_torch_25915_[1, 2047, 64, 64, 64, 0, False, False, False, 'generation_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:32:48,468|ERROR|Worker-worker_3|worker|Task trtllm.attention_generation_run_attention_torch_59389_[1, 4095, 64, 64, 64, 0, False, False, False, 'generation_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:32:48,473|ERROR|Worker-worker_3|worker|Task trtllm.attention_generation_run_attention_torch_68283_[1, 8191, 64, 64, 64, 0, False, False, False, 'generation_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:32:48,481|ERROR|Worker-worker_3|worker|Task trtllm.attention_generation_run_attention_torch_65153_[1, 16383, 64, 64, 64, 0, False, False, False, 'generation_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:32:48,526|ERROR|Worker-worker_3|worker|Task trtllm.attention_generation_run_attention_torch_43095_[2, 1, 64, 64, 64, 0, False, False, False, 'generation_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:32:48,532|ERROR|Worker-worker_3|worker|Task trtllm.attention_generation_run_attention_torch_16366_[2, 3, 64, 64, 64, 0, False, False, False, 'generation_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:32:48,535|ERROR|Worker-worker_3|worker|Task trtllm.attention_generation_run_attention_torch_19323_[2, 7, 64, 64, 64, 0, False, False, False, 'generation_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:32:48,539|ERROR|Worker-worker_3|worker|Task trtllm.attention_generation_run_attention_torch_66232_[2, 15, 64, 64, 64, 0, False, False, False, 'generation_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:32:48,543|ERROR|Worker-worker_3|worker|Task trtllm.attention_generation_run_attention_torch_28357_[2, 31, 64, 64, 64, 0, False, False, False, 'generation_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:32:48,547|INFO|Worker-worker_1|worker|Worker 1 initialized for trtllm.attention_generation
2025-10-07 23:32:48,548|ERROR|Worker-worker_3|worker|Task trtllm.attention_generation_run_attention_torch_21883_[2, 63, 64, 64, 64, 0, False, False, False, 'generation_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:32:48,563|ERROR|Worker-worker_3|worker|Task trtllm.attention_generation_run_attention_torch_7743_[2, 255, 64, 64, 64, 0, False, False, False, 'generation_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:32:48,566|ERROR|Worker-worker_3|worker|Task trtllm.attention_generation_run_attention_torch_534_[2, 511, 64, 64, 64, 0, False, False, False, 'generation_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:32:48,612|ERROR|Worker-worker_3|worker|Task trtllm.attention_generation_run_attention_torch_91854_[2, 1023, 64, 64, 64, 0, False, False, False, 'generation_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:32:48,619|ERROR|Worker-worker_3|worker|Task trtllm.attention_generation_run_attention_torch_83542_[2, 2047, 64, 64, 64, 0, False, False, False, 'generation_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:32:48,638|ERROR|Worker-worker_3|worker|Task trtllm.attention_generation_run_attention_torch_54904_[2, 4095, 64, 64, 64, 0, False, False, False, 'generation_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:32:48,647|ERROR|Worker-worker_3|worker|Task trtllm.attention_generation_run_attention_torch_58241_[2, 8191, 64, 64, 64, 0, False, False, False, 'generation_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:32:48,693|ERROR|Worker-worker_3|worker|Task trtllm.attention_generation_run_attention_torch_66121_[2, 16383, 64, 64, 64, 0, False, False, False, 'generation_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:32:48,709|ERROR|Worker-worker_3|worker|Task trtllm.attention_generation_run_attention_torch_89349_[64, 1, 64, 64, 64, 0, False, False, False, 'generation_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:32:48,726|ERROR|Worker-worker_3|worker|Task trtllm.attention_generation_run_attention_torch_46086_[64, 3, 64, 64, 64, 0, False, False, False, 'generation_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:32:48,737|ERROR|Worker-worker_3|worker|Task trtllm.attention_generation_run_attention_torch_6973_[64, 7, 64, 64, 64, 0, False, False, False, 'generation_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:32:48,748|ERROR|Worker-worker_3|worker|Task trtllm.attention_generation_run_attention_torch_17423_[64, 15, 64, 64, 64, 0, False, False, False, 'generation_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:32:48,755|INFO|Worker-worker_0|worker|Worker 0 initialized for trtllm.attention_generation
2025-10-07 23:32:48,774|ERROR|Worker-worker_3|worker|Task trtllm.attention_generation_run_attention_torch_10314_[64, 63, 64, 64, 64, 0, False, False, False, 'generation_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:32:48,786|ERROR|Worker-worker_3|worker|Task trtllm.attention_generation_run_attention_torch_22726_[64, 127, 64, 64, 64, 0, False, False, False, 'generation_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:32:48,805|INFO|Worker-worker_7|worker|Worker 7 initialized for trtllm.attention_generation
2025-10-07 23:32:48,836|ERROR|Worker-worker_3|worker|Task trtllm.attention_generation_run_attention_torch_38933_[64, 511, 64, 64, 64, 0, False, False, False, 'generation_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:32:48,854|ERROR|Worker-worker_3|worker|Task trtllm.attention_generation_run_attention_torch_32793_[64, 1023, 64, 64, 64, 0, False, False, False, 'generation_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:32:48,876|ERROR|Worker-worker_3|worker|Task trtllm.attention_generation_run_attention_torch_16222_[64, 2047, 64, 64, 64, 0, False, False, False, 'generation_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:32:48,893|ERROR|Worker-worker_3|worker|Task trtllm.attention_generation_run_attention_torch_69147_[4, 1, 64, 64, 64, 0, False, False, False, 'generation_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:32:48,946|ERROR|Worker-worker_3|worker|Task trtllm.attention_generation_run_attention_torch_52722_[4, 3, 64, 64, 64, 0, False, False, False, 'generation_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:32:48,961|ERROR|Worker-worker_1|worker|Task trtllm.attention_generation_run_attention_torch_105_[2, 127, 64, 64, 64, 0, False, False, False, 'generation_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:32:48,970|ERROR|Worker-worker_3|worker|Task trtllm.attention_generation_run_attention_torch_79403_[4, 7, 64, 64, 64, 0, False, False, False, 'generation_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:32:48,971|ERROR|Worker-worker_1|worker|Task trtllm.attention_generation_run_attention_torch_8099_[4, 15, 64, 64, 64, 0, False, False, False, 'generation_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:32:49,016|ERROR|Worker-worker_3|worker|Task trtllm.attention_generation_run_attention_torch_63519_[4, 31, 64, 64, 64, 0, False, False, False, 'generation_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:32:49,017|ERROR|Worker-worker_1|worker|Task trtllm.attention_generation_run_attention_torch_48833_[4, 63, 64, 64, 64, 0, False, False, False, 'generation_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:32:49,026|ERROR|Worker-worker_3|worker|Task trtllm.attention_generation_run_attention_torch_54642_[4, 127, 64, 64, 64, 0, False, False, False, 'generation_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:32:49,028|ERROR|Worker-worker_1|worker|Task trtllm.attention_generation_run_attention_torch_44057_[4, 255, 64, 64, 64, 0, False, False, False, 'generation_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:32:49,035|ERROR|Worker-worker_3|worker|Task trtllm.attention_generation_run_attention_torch_32749_[4, 511, 64, 64, 64, 0, False, False, False, 'generation_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:32:49,038|ERROR|Worker-worker_1|worker|Task trtllm.attention_generation_run_attention_torch_65837_[4, 1023, 64, 64, 64, 0, False, False, False, 'generation_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:32:49,044|ERROR|Worker-worker_3|worker|Task trtllm.attention_generation_run_attention_torch_34490_[4, 2047, 64, 64, 64, 0, False, False, False, 'generation_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:32:49,046|ERROR|Worker-worker_1|worker|Task trtllm.attention_generation_run_attention_torch_99381_[4, 4095, 64, 64, 64, 0, False, False, False, 'generation_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:32:49,054|ERROR|Worker-worker_1|worker|Task trtllm.attention_generation_run_attention_torch_81120_[4, 8191, 64, 64, 64, 0, False, False, False, 'generation_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:32:49,055|ERROR|Worker-worker_3|worker|Task trtllm.attention_generation_run_attention_torch_44352_[4, 16383, 64, 64, 64, 0, False, False, False, 'generation_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:32:49,070|INFO|Worker-worker_5|worker|Worker 5 initialized for trtllm.attention_generation
2025-10-07 23:32:49,092|ERROR|Worker-worker_3|worker|Task trtllm.attention_generation_run_attention_torch_59446_[128, 1, 64, 64, 64, 0, False, False, False, 'generation_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:32:49,093|ERROR|Worker-worker_1|worker|Task trtllm.attention_generation_run_attention_torch_20242_[128, 7, 64, 64, 64, 0, False, False, False, 'generation_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:32:49,107|ERROR|Worker-worker_3|worker|Task trtllm.attention_generation_run_attention_torch_55216_[128, 15, 64, 64, 64, 0, False, False, False, 'generation_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:32:49,107|ERROR|Worker-worker_1|worker|Task trtllm.attention_generation_run_attention_torch_59173_[128, 31, 64, 64, 64, 0, False, False, False, 'generation_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:32:49,119|INFO|Worker-worker_4|worker|Worker 4 initialized for trtllm.attention_generation
2025-10-07 23:32:49,132|ERROR|Worker-worker_1|worker|Task trtllm.attention_generation_run_attention_torch_83804_[128, 63, 64, 64, 64, 0, False, False, False, 'generation_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:32:49,137|ERROR|Worker-worker_3|worker|Task trtllm.attention_generation_run_attention_torch_10244_[128, 127, 64, 64, 64, 0, False, False, False, 'generation_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:32:49,151|ERROR|Worker-worker_1|worker|Task trtllm.attention_generation_run_attention_torch_55897_[128, 511, 64, 64, 64, 0, False, False, False, 'generation_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:32:49,155|ERROR|Worker-worker_3|worker|Task trtllm.attention_generation_run_attention_torch_43715_[128, 1023, 64, 64, 64, 0, False, False, False, 'generation_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:32:49,183|ERROR|Worker-worker_3|worker|Task trtllm.attention_generation_run_attention_torch_70633_[256, 3, 64, 64, 64, 0, False, False, False, 'generation_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:32:49,183|ERROR|Worker-worker_1|worker|Task trtllm.attention_generation_run_attention_torch_53141_[256, 1, 64, 64, 64, 0, False, False, False, 'generation_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:32:49,211|ERROR|Worker-worker_1|worker|Task trtllm.attention_generation_run_attention_torch_77768_[256, 15, 64, 64, 64, 0, False, False, False, 'generation_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:32:49,211|ERROR|Worker-worker_3|worker|Task trtllm.attention_generation_run_attention_torch_28205_[256, 7, 64, 64, 64, 0, False, False, False, 'generation_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:32:49,233|ERROR|Worker-worker_3|worker|Task trtllm.attention_generation_run_attention_torch_63970_[256, 63, 64, 64, 64, 0, False, False, False, 'generation_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:32:49,234|ERROR|Worker-worker_1|worker|Task trtllm.attention_generation_run_attention_torch_97541_[256, 31, 64, 64, 64, 0, False, False, False, 'generation_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:32:49,240|ERROR|Worker-worker_7|worker|Task trtllm.attention_generation_run_attention_torch_4734_[64, 255, 64, 64, 64, 0, False, False, False, 'generation_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:32:49,257|ERROR|Worker-worker_3|worker|Task trtllm.attention_generation_run_attention_torch_59967_[256, 255, 64, 64, 64, 0, False, False, False, 'generation_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:32:49,257|ERROR|Worker-worker_1|worker|Task trtllm.attention_generation_run_attention_torch_86889_[256, 127, 64, 64, 64, 0, False, False, False, 'generation_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:32:49,274|ERROR|Worker-worker_7|worker|Task trtllm.attention_generation_run_attention_torch_41587_[512, 1, 64, 64, 64, 0, False, False, False, 'generation_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:32:49,275|ERROR|Worker-worker_5|worker|Task trtllm.attention_generation_run_attention_torch_33573_[128, 3, 64, 64, 64, 0, False, False, False, 'generation_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:32:49,286|INFO|Worker-worker_2|worker|Worker 2 initialized for trtllm.attention_generation
2025-10-07 23:32:49,295|ERROR|Worker-worker_1|worker|Task trtllm.attention_generation_run_attention_torch_9537_[512, 7, 64, 64, 64, 0, False, False, False, 'generation_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:32:49,296|INFO|Worker-worker_6|worker|Worker 6 initialized for trtllm.attention_generation
2025-10-07 23:32:49,296|ERROR|Worker-worker_3|worker|Task trtllm.attention_generation_run_attention_torch_78192_[512, 3, 64, 64, 64, 0, False, False, False, 'generation_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:32:49,302|ERROR|Worker-worker_4|worker|Task trtllm.attention_generation_run_attention_torch_53928_[128, 255, 64, 64, 64, 0, False, False, False, 'generation_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:32:49,303|ERROR|Worker-worker_1|worker|Task trtllm.attention_generation_run_attention_torch_17483_[8, 1, 64, 64, 64, 0, False, False, False, 'generation_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:32:49,304|ERROR|Worker-worker_3|worker|Task trtllm.attention_generation_run_attention_torch_32276_[8, 3, 64, 64, 64, 0, False, False, False, 'generation_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:32:49,306|ERROR|Worker-worker_7|worker|Task trtllm.attention_generation_run_attention_torch_95724_[512, 15, 64, 64, 64, 0, False, False, False, 'generation_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:32:49,308|ERROR|Worker-worker_4|worker|Task trtllm.attention_generation_run_attention_torch_59562_[8, 7, 64, 64, 64, 0, False, False, False, 'generation_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:32:49,308|ERROR|Worker-worker_1|worker|Task trtllm.attention_generation_run_attention_torch_38706_[8, 15, 64, 64, 64, 0, False, False, False, 'generation_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:32:49,309|ERROR|Worker-worker_5|worker|Task trtllm.attention_generation_run_attention_torch_10432_[512, 31, 64, 64, 64, 0, False, False, False, 'generation_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:32:49,309|ERROR|Worker-worker_3|worker|Task trtllm.attention_generation_run_attention_torch_17326_[8, 31, 64, 64, 64, 0, False, False, False, 'generation_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
2025-10-07 23:32:49,312|ERROR|Worker-worker_7|worker|Task trtllm.attention_generation_run_attention_torch_47313_[8, 63, 64, 64, 64, 0, False, False, False, 'generation_attention_perf.txt'] failed: RuntimeError: cannot pin 'torch.cuda.IntTensor' only dense CPU tensors can be pinned
